epoch	loss
0	2.0652261991930123
0	1.8061497678789333
0	1.7399476982014535
0	1.7036188123719069
0	1.6781934304326984
0	1.6599751654730208
0	1.6455830256547621
0	1.6337567694172459
0	1.6228896937515964
0	1.6138781625600784
0	1.6057170214716434
0	1.5984042988297522
0	1.5921905436253023
0	1.5855680784921387
0	1.5806742866758092
0	1.5755900455033474
0	1.5715589595548498
0	1.5665738457508891
0	1.563010698485001
0	1.5584652837749964
0	1.5538445816414304
0	1.5514846370068491
0	1.54684587181533
0	1.5445907682739439
0	1.5419721555564956
0	1.5395089613858428
0	1.5365584554356102
0	1.533596412080098
0	1.5312064937131711
0	1.5283538189469263
0	1.5263509436730156
0	1.5247774601798172
0	1.5224047781960741
0	1.5208257342569975
0	1.5187913509612716
0	1.516824457075993
0	1.5149487766274683
0	1.5133470328434597
0	1.5113804719868118
0	1.5092731952311536
0	1.5074029366348847
0	1.5068216943520485
0	1.5044334995267936
0	1.5041689069558728
0	1.5026040756843184
0	1.5009124227554203
0	1.5400291918597775
0	1.5450154571413652
0	2.005400503837973
0	3.1226844256780897
